model	dataset	species	tx_id	gene	tx_biotype	orf_type	orf_tstart	orf_tstop	tx_len	psites_total	psites_in_orf	r_full	r_drop1	r_drop3	r_orf	r_drop_orf3	top1_frac	spread90	f0_obs_in_orf	score
attn	human_ruizorera	human	ENST00000912359.1	PCMTD2	protein_coding	annotated	3246	4373	6426	3644	3573	0.4514	0.5127	0.5261	0.4061	0.4679	0.0650	0.5045	0.8046	0.3809
attn	human_ruizorera	human	ENST00000259808.9	RIPK1	protein_coding	annotated	229	2244	4092	1349	1319	0.5129	0.4520	0.4528	0.4892	0.4200	0.0326	0.6375	0.8196	0.3809
attn	human_ruizorera	human	ENST00000366812.6	ACBD3	protein_coding	annotated	67	1653	3584	8998	8980	0.4427	0.4443	0.4627	0.4019	0.4173	0.0306	0.4366	0.8619	0.3809
attn	human_ruizorera	human	ENST00000864253.1	CD276	protein_coding	annotated	286	1890	3452	12626	12326	0.5307	0.4626	0.4902	0.5152	0.4631	0.0622	0.4013	0.8585	0.3808
attn	human_ruizorera	human	ENST00000336216.9	HMG20A	protein_coding	annotated	122	1165	3805	4485	4406	0.4284	0.4883	0.5283	0.3904	0.4861	0.0758	0.4707	0.8563	0.3808
attn	human_ruizorera	human	ENST00000566096.5	RPGRIP1L	protein_coding	annotated	144	380	893	281	281	0.5859	0.5225	0.5767	0.5356	0.5176	0.0925	0.6200	0.8790	0.3807
attn	human_ruizorera	human	ENST00000375401.8	KDM5C	protein_coding	annotated	319	5001	5810	12371	11864	0.3830	0.4063	0.3911	0.3933	0.4056	0.0215	0.4996	0.8653	0.3807
attn	human_ruizorera	human	ENST00000304987.4	SIK2	protein_coding	annotated	116	2896	9622	5912	5859	0.4852	0.4213	0.4811	0.4581	0.4417	0.0484	0.5409	0.8623	0.3807
attn	human_ruizorera	human	ENST00000330232.9	ADA2	protein_coding	annotated	206	1018	3199	1268	1250	0.4792	0.4805	0.4897	0.4240	0.4290	0.0394	0.6121	0.8208	0.3807
attn	human_ruizorera	human	ENST00000340866.10	CRYZ	protein_coding	annotated	109	1098	1908	5489	5390	0.5747	0.5624	0.5132	0.5588	0.4823	0.0738	0.4442	0.8588	0.3807
attn	human_ruizorera	human	ENST00000368324.5	SYT11	protein_coding	annotated	196	1491	5182	2291	2071	0.4981	0.5322	0.4976	0.5002	0.4276	0.0384	0.5741	0.8445	0.3807
attn	human_ruizorera	human	ENST00000379214.9	LGR4	protein_coding	annotated	489	3344	5250	35229	27643	0.4051	0.4554	0.4703	0.4077	0.4842	0.0749	0.3472	0.8208	0.3806
attn	human_ruizorera	human	ENST00000396463.7	WRAP53	protein_coding	annotated	87	1733	1749	1623	1621	0.3705	0.4016	0.4358	0.3672	0.4324	0.0419	0.6077	0.8606	0.3806
attn	human_ruizorera	human	ENST00000259746.13	TMEM63B	protein_coding	annotated	184	2682	3318	5608	5599	0.3413	0.3929	0.4584	0.3283	0.4439	0.0499	0.5152	0.8616	0.3806
attn	human_ruizorera	human	ENST00000329276.10	NOP56	protein_coding	annotated	30	1814	1913	12398	12389	0.3026	0.4824	0.5760	0.2998	0.5718	0.1170	0.4228	0.8788	0.3806
attn	human_ruizorera	human	ENST00000279230.12	PLCB3	protein_coding	annotated	121	3825	4192	1566	1566	0.6703	0.4839	0.4565	0.6690	0.4523	0.0556	0.6247	0.8678	0.3805
attn	human_ruizorera	human	ENST00000333256.11	TSSC4	protein_coding	annotated	230	1219	1472	1905	1409	0.7838	0.6386	0.6269	0.5745	0.4863	0.0761	0.5529	0.8588	0.3805
attn	human_ruizorera	human	ENST00000373290.7	TSPAN15	protein_coding	annotated	131	1015	1703	1346	1230	0.4158	0.4282	0.4568	0.3965	0.4514	0.0550	0.5459	0.8211	0.3805
attn	human_ruizorera	human	ENST00000309311.7	EEF2	protein_coding	annotated	84	2660	3158	169027	168755	0.2839	0.4286	0.5103	0.2744	0.4968	0.0819	0.2626	0.8859	0.3805
attn	human_ruizorera	human	ENST00000358465.7	TRIM33	protein_coding	annotated	128	3511	8369	5053	5010	0.4284	0.4448	0.4411	0.3998	0.4089	0.0243	0.5579	0.8248	0.3805
attn	human_ruizorera	human	ENST00000533682.2	CLP1	protein_coding	annotated	122	1399	1828	2846	2815	0.4070	0.4453	0.4561	0.3849	0.4331	0.0425	0.5383	0.8696	0.3805
attn	human_ruizorera	human	ENST00000359697.8	STYXL1	protein_coding	annotated	344	1285	1411	2976	2462	0.6019	0.5237	0.4211	0.6170	0.4328	0.0423	0.5235	0.7835	0.3805
attn	human_ruizorera	human	ENST00000260570.8	IFT172	protein_coding	annotated	91	5340	5395	4689	4662	0.3374	0.3809	0.4171	0.3368	0.4168	0.0305	0.6017	0.8578	0.3804
attn	human_ruizorera	human	ENST00000344595.10	SRR	protein_coding	annotated	73	1095	2482	1404	1371	0.6009	0.4776	0.4812	0.5848	0.4522	0.0556	0.5735	0.8118	0.3804
attn	human_ruizorera	human	ENST00000338008.9	ZFYVE16	protein_coding	annotated	181	4800	6773	6780	6775	0.3400	0.4229	0.4650	0.3248	0.4434	0.0497	0.5628	0.8477	0.3804
attn	human_ruizorera	human	ENST00000368086.5	IGSF8	protein_coding	annotated	218	2059	2366	1707	1661	0.3843	0.4295	0.4589	0.3737	0.4497	0.0539	0.6202	0.8501	0.3804
attn	human_ruizorera	human	ENST00000248633.9	PEX1	protein_coding	annotated	86	3937	4369	2281	2280	0.4283	0.4422	0.4166	0.4239	0.4091	0.0246	0.6224	0.8171	0.3804
attn	human_ruizorera	human	ENST00000376510.8	MSRB2	protein_coding	annotated	31	579	1730	8606	8596	0.5848	0.5330	0.5249	0.5487	0.4730	0.0686	0.3655	0.8104	0.3803
attn	human_ruizorera	human	ENST00000278618.9	AASDHPPT	protein_coding	annotated	50	979	2767	10269	10221	0.5170	0.5077	0.5270	0.4838	0.4771	0.0710	0.3881	0.8308	0.3803
attn	human_ruizorera	human	ENST00000380044.6	MPV17	protein_coding	annotated	52	582	1002	2505	2471	0.5131	0.4650	0.5110	0.4779	0.4690	0.0663	0.5126	0.8066	0.3802
attn	human_ruizorera	human	ENST00000249806.11	CLN6	protein_coding	annotated	145	1080	2228	677	676	0.5112	0.4662	0.4839	0.4746	0.4396	0.0473	0.6494	0.8654	0.3802
attn	human_ruizorera	human	ENST00000381227.5	POLR2B	protein_coding	annotated	414	3938	4108	27644	27503	0.4043	0.3938	0.4336	0.3970	0.4240	0.0362	0.4139	0.8463	0.3801
attn	human_ruizorera	human	ENST00000323927.3	ANAPC2	protein_coding	annotated	29	2497	2655	4571	4564	0.4053	0.4399	0.4202	0.3999	0.4140	0.0287	0.5664	0.8725	0.3801
attn	human_ruizorera	human	ENST00000266671.10	PHLDA1	protein_coding	annotated	36	1241	5913	2061	1978	0.4037	0.4667	0.4916	0.3802	0.4700	0.0670	0.5020	0.6107	0.3801
attn	human_ruizorera	human	ENST00000553458.6	ALDH6A1	protein_coding	annotated	60	1667	5462	6279	6229	0.4571	0.4642	0.4629	0.4228	0.4236	0.0360	0.4836	0.8677	0.3800
attn	human_ruizorera	human	ENST00000578049.4	SEC22B	protein_coding	annotated	140	787	6927	4885	4591	0.4538	0.4895	0.5229	0.4006	0.4720	0.0684	0.3836	0.8353	0.3798
attn	human_ruizorera	human	ENST00000258494.14	ALDH1L2	protein_coding	annotated	23	2794	7428	3414	3410	0.4392	0.4664	0.4580	0.3979	0.4100	0.0258	0.6003	0.8191	0.3798
attn	human_ruizorera	human	ENST00000376745.9	PPP1CA	protein_coding	annotated	77	1069	1421	15158	15063	0.5324	0.5604	0.5999	0.5236	0.5828	0.1219	0.3851	0.8393	0.3798
attn	human_ruizorera	human	ENST00000369462.5	BRCC3	protein_coding	annotated	26	976	2846	1110	1106	0.5468	0.5332	0.4925	0.5215	0.4575	0.0595	0.5756	0.8987	0.3798
attn	human_ruizorera	human	ENST00000295688.8	CCT3	protein_coding	annotated	109	1746	1977	34052	33930	0.3853	0.3897	0.4349	0.3727	0.4211	0.0344	0.3557	0.8560	0.3798
attn	human_ruizorera	human	ENST00000397622.7	TMEM209	protein_coding	annotated	32	1717	3455	3519	3513	0.5332	0.5003	0.5310	0.5166	0.5004	0.0844	0.5244	0.8608	0.3797
attn	human_ruizorera	human	ENST00000252032.10	DNAAF9	protein_coding	annotated	113	3646	6912	5736	5701	0.3831	0.4084	0.4550	0.3529	0.4208	0.0342	0.5465	0.8534	0.3797
attn	human_ruizorera	human	ENST00000325366.14	C5orf22	protein_coding	annotated	93	1421	3572	3672	3663	0.4986	0.5973	0.5433	0.4784	0.5114	0.0901	0.5047	0.8802	0.3797
attn	human_ruizorera	human	ENST00000329331.7	SETD3	protein_coding	annotated	70	960	1330	2100	2092	0.4406	0.4724	0.4917	0.4220	0.4697	0.0671	0.4981	0.8289	0.3796
attn	human_ruizorera	human	ENST00000372231.7	ANXA11	protein_coding	annotated	239	1756	6720	21428	21289	0.4695	0.4791	0.5363	0.4380	0.4922	0.0801	0.3565	0.8592	0.3796
attn	human_ruizorera	human	ENST00000377038.8	DFFA	protein_coding	annotated	72	1067	6035	4962	4752	0.4524	0.4679	0.4666	0.4052	0.4213	0.0347	0.4651	0.8809	0.3795
attn	human_ruizorera	human	ENST00000259873.5	MRPS18B	protein_coding	annotated	27	803	1398	8655	8647	0.4361	0.4401	0.4627	0.4007	0.4267	0.0387	0.3976	0.8547	0.3795
attn	human_ruizorera	human	ENST00000375147.8	NCBP1	protein_coding	annotated	62	2434	4983	8049	8022	0.3992	0.4185	0.4438	0.3685	0.4107	0.0266	0.5039	0.8317	0.3795
attn	human_ruizorera	human	ENST00000291901.12	TNNT1	protein_coding	annotated	58	846	967	1775	1756	0.4324	0.5549	0.5756	0.4262	0.5692	0.1166	0.5302	0.8616	0.3795
attn	human_ruizorera	human	ENST00000370110.6	NPM3	protein_coding	annotated	57	593	910	1645	1644	0.5164	0.5729	0.5458	0.4975	0.5181	0.0936	0.4866	0.8552	0.3795
attn	human_ruizorera	human	ENST00000324210.10	MBNL1	protein_coding	uORF	603	740	5516	4752	168	0.2403	0.2384	0.2940	0.4064	0.4961	0.0823	0.4642	0.8393	0.3795
attn	human_ruizorera	human	ENST00000367451.8	UCHL5	protein_coding	annotated	90	1157	1346	2746	2659	0.4072	0.4067	0.4690	0.4021	0.4669	0.0655	0.5243	0.8315	0.3794
attn	human_ruizorera	human	ENST00000431828.6	KANSL3	protein_coding	annotated	81	2717	5156	3339	3283	0.4371	0.4047	0.4647	0.4159	0.4335	0.0437	0.5922	0.8517	0.3794
attn	human_ruizorera	human	ENST00000083182.8	APPBP2	protein_coding	annotated	312	2069	6492	5908	5888	0.4155	0.4287	0.4863	0.3696	0.4319	0.0427	0.4897	0.8166	0.3793
attn	human_ruizorera	human	ENST00000361113.10	ZNF627	protein_coding	annotated	146	1531	2803	2724	2659	0.6485	0.5055	0.5612	0.6522	0.5418	0.1050	0.5383	0.7939	0.3793
attn	human_ruizorera	human	ENST00000370873.9	PSMA7	protein_coding	annotated	92	838	962	28475	28232	0.3801	0.4698	0.5321	0.3651	0.5165	0.0930	0.2883	0.8833	0.3792
attn	human_ruizorera	human	ENST00000323984.8	ST7	protein_coding	annotated	41	1774	2093	2267	2262	0.3884	0.4089	0.4383	0.3790	0.4284	0.0401	0.5671	0.8568	0.3792
attn	human_ruizorera	human	ENST00000361337.3	TOP1	protein_coding	annotated	247	2544	3734	10612	10462	0.5463	0.4394	0.4635	0.5323	0.4390	0.0477	0.4729	0.8071	0.3792
attn	human_ruizorera	human	ENST00000547530.7	BRF1	protein_coding	annotated	373	2406	3671	2871	2849	0.4822	0.5190	0.4503	0.4544	0.4142	0.0296	0.5965	0.7676	0.3792
attn	human_ruizorera	human	ENST00000878068.1	MMUT	protein_coding	annotated	45	2342	2527	6356	6356	0.3889	0.4014	0.4307	0.3831	0.4241	0.0371	0.5080	0.8601	0.3791
attn	human_ruizorera	human	ENST00000348956.7	CKB	protein_coding	annotated	78	1223	1420	26056	26023	0.4788	0.4753	0.4833	0.4678	0.4641	0.0641	0.3233	0.8923	0.3791
attn	human_ruizorera	human	ENST00000433642.3	BLOC1S3	protein_coding	annotated	58	666	2561	601	590	0.4558	0.4665	0.4971	0.4008	0.4397	0.0483	0.6884	0.8661	0.3790
attn	human_ruizorera	human	ENST00000371374.6	RCAN2	protein_coding	annotated	280	1011	3416	11038	10321	0.6193	0.6354	0.5128	0.5890	0.4490	0.0545	0.3723	0.8449	0.3790
attn	human_ruizorera	human	ENST00000361204.9	SREBF2	protein_coding	annotated	167	3592	5237	27187	27125	0.3509	0.4641	0.4956	0.3363	0.4750	0.0708	0.3911	0.8856	0.3790
attn	human_ruizorera	human	ENST00000380492.8	MOSPD2	protein_coding	annotated	109	1665	4183	736	675	0.4489	0.4803	0.5213	0.4599	0.4635	0.0639	0.6634	0.8178	0.3790
attn	human_ruizorera	human	ENST00000614056.4	PDCD2	protein_coding	annotated	112	777	1287	1481	1477	0.4252	0.4685	0.4865	0.3902	0.4512	0.0560	0.5408	0.8450	0.3790
attn	human_ruizorera	human	ENST00000929666.1	FBXO30	protein_coding	annotated	66	2303	4215	3502	3496	0.5155	0.5299	0.4625	0.4932	0.4254	0.0383	0.5879	0.8332	0.3789
attn	human_ruizorera	human	ENST00000555761.5	SNW1	protein_coding	annotated	30	1745	1855	7307	7301	0.3970	0.3977	0.4199	0.3913	0.4138	0.0296	0.4512	0.7925	0.3789
attn	human_ruizorera	human	ENST00000371795.5	IFIT5	protein_coding	annotated	232	1680	4029	2266	2265	0.4518	0.4481	0.4566	0.4118	0.4144	0.0300	0.5718	0.8402	0.3788
attn	human_ruizorera	human	ENST00000894776.1	FOCAD	protein_coding	annotated	555	5960	6284	6267	6128	0.4029	0.4101	0.4051	0.3963	0.3962	0.0153	0.5892	0.8639	0.3788
attn	human_ruizorera	human	ENST00000366922.3	IARS2	protein_coding	annotated	86	3124	3530	19168	19138	0.4491	0.4429	0.4199	0.4403	0.4089	0.0258	0.4619	0.8356	0.3788
attn	human_ruizorera	human	ENST00000358154.8	METTL9	protein_coding	annotated	158	1114	3153	2334	1901	0.6648	0.5183	0.5186	0.4771	0.4682	0.0668	0.5385	0.8022	0.3788
attn	human_ruizorera	human	ENST00000383657.10	HACD2	protein_coding	annotated	27	791	4125	2791	2786	0.5797	0.5298	0.5644	0.5492	0.5183	0.0942	0.4889	0.8647	0.3788
attn	human_ruizorera	human	ENST00000248450.9	AAMP	protein_coding	annotated	52	1356	1760	17200	17145	0.4216	0.4127	0.4505	0.4031	0.4293	0.0412	0.3823	0.8552	0.3787
attn	human_ruizorera	human	ENST00000598441.6	SNRNP70	protein_coding	annotated	197	1510	1671	12376	10884	0.4547	0.4458	0.4547	0.4654	0.4428	0.0507	0.3892	0.8581	0.3787
attn	human_ruizorera	human	ENST00000261250.8	FERRY3	protein_coding	annotated	87	1745	3817	1763	1732	0.4111	0.5238	0.5086	0.3801	0.4720	0.0692	0.6250	0.8389	0.3787
attn	human_ruizorera	human	ENST00000399100.6	SEC24B	protein_coding	annotated	58	3759	3780	6651	6651	0.3533	0.3796	0.4299	0.3521	0.4283	0.0406	0.5537	0.8465	0.3787
attn	human_ruizorera	human	ENST00000263663.10	TAF1B	protein_coding	annotated	69	1835	2267	1242	1240	0.4256	0.4120	0.4503	0.4147	0.4370	0.0467	0.6201	0.8460	0.3787
attn	human_ruizorera	human	ENST00000317907.9	TTC27	protein_coding	annotated	244	2775	2888	3272	3194	0.4147	0.4283	0.4278	0.4018	0.4136	0.0296	0.5937	0.8579	0.3786
attn	human_ruizorera	human	ENST00000263741.12	SDF4	protein_coding	annotated	294	1340	2079	7813	6405	0.4002	0.4308	0.4509	0.3643	0.4188	0.0337	0.4684	0.7212	0.3785
attn	human_ruizorera	human	ENST00000440460.7	DIXDC1	protein_coding	annotated	158	2209	5826	3076	3032	0.3522	0.3898	0.4579	0.3261	0.4356	0.0458	0.5580	0.8420	0.3785
attn	human_ruizorera	human	ENST00000253458.12	GSE1	protein_coding	annotated	71	3724	7385	6227	6079	0.4320	0.4012	0.4229	0.4218	0.4138	0.0299	0.5412	0.8732	0.3785
attn	human_ruizorera	human	ENST00000611405.5	SRRT	protein_coding	annotated	245	2875	2990	6729	6682	0.4131	0.4353	0.4323	0.4062	0.4239	0.0374	0.5486	0.8273	0.3785
attn	human_ruizorera	human	ENST00000693431.1	RARS2	protein_coding	annotated	802	2043	2361	2368	1197	0.4819	0.4928	0.5044	0.3930	0.4129	0.0291	0.6116	0.8287	0.3785
attn	human_ruizorera	human	ENST00000854789.1	YIPF1	protein_coding	annotated	172	1092	1652	1246	1200	0.4608	0.4989	0.4930	0.4340	0.4609	0.0626	0.6245	0.8375	0.3785
attn	human_ruizorera	human	ENST00000373839.8	PHACTR4	protein_coding	annotated	125	2233	6048	1763	1727	0.3758	0.3948	0.4578	0.3364	0.4185	0.0335	0.6361	0.7719	0.3785
attn	human_ruizorera	human	ENST00000560846.1	BAHD1	protein_coding	annotated	1	2334	4432	4049	4037	0.4425	0.4407	0.4514	0.4152	0.4193	0.0341	0.5646	0.8662	0.3785
attn	human_ruizorera	human	ENST00000373943.9	STX12	protein_coding	annotated	90	920	3034	3512	3486	0.5115	0.5216	0.4944	0.4492	0.4217	0.0359	0.5014	0.8201	0.3785
attn	human_ruizorera	human	ENST00000322344.8	PNKP	protein_coding	annotated	122	1687	1731	2792	2785	0.4349	0.4199	0.4511	0.4292	0.4428	0.0509	0.5897	0.8776	0.3785
attn	human_ruizorera	human	ENST00000373314.7	NIBAN2	protein_coding	annotated	53	2254	3760	12625	12598	0.6757	0.4235	0.4809	0.6667	0.4519	0.0569	0.4568	0.8541	0.3785
attn	human_ruizorera	human	ENST00000332496.10	SEMA4B	protein_coding	annotated	241	2754	3781	7272	6992	0.4305	0.4562	0.4249	0.4152	0.4076	0.0250	0.5311	0.8806	0.3784
attn	human_ruizorera	human	ENST00000681618.1	VLDLR	protein_coding	annotated	81	2495	4666	15886	15874	0.4876	0.4335	0.4488	0.4524	0.4045	0.0225	0.4608	0.8419	0.3784
attn	human_ruizorera	human	ENST00000221265.8	PAF1	protein_coding	annotated	243	1838	2200	9480	9005	0.3937	0.4144	0.4532	0.3802	0.4402	0.0492	0.4500	0.8220	0.3784
attn	human_ruizorera	human	ENST00000409707.6	STAMBP	protein_coding	annotated	48	1322	1668	1841	1836	0.6011	0.5495	0.4470	0.5951	0.4343	0.0451	0.5556	0.8317	0.3784
attn	human_ruizorera	human	ENST00000638838.1	GOSR2	protein_coding	annotated	55	690	3266	406	385	0.7857	0.8443	0.6689	0.7910	0.6974	0.1601	0.5200	0.8234	0.3784
attn	human_ruizorera	human	ENST00000440902.2	LYSMD1	protein_coding	annotated	167	706	1003	770	615	0.3959	0.4883	0.5274	0.3738	0.5380	0.1039	0.5929	0.8699	0.3783
attn	human_ruizorera	human	ENST00000882675.1	FHL3	protein_coding	annotated	1329	2171	5182	2522	2503	0.5355	0.5747	0.5363	0.4842	0.4685	0.0674	0.5538	0.8214	0.3783
attn	human_ruizorera	human	ENST00000361143.10	ABHD14B	protein_coding	annotated	114	746	1657	697	692	0.5116	0.5436	0.4737	0.4837	0.4416	0.0502	0.6216	0.8006	0.3783
attn	human_ruizorera	human	ENST00000603357.3	TIGD2	protein_coding	annotated	1260	2837	3186	612	492	0.2211	0.2261	0.2092	0.4242	0.4172	0.0327	0.6856	0.7805	0.3782
attn	human_ruizorera	human	ENST00000551812.5	BAZ2A	protein_coding	annotated	195	5912	8600	8041	7973	0.3829	0.4102	0.4263	0.3651	0.4066	0.0244	0.5577	0.8543	0.3782
attn	human_ruizorera	human	ENST00000329908.12	IST1	protein_coding	annotated	63	1145	2356	7094	6593	0.4577	0.4499	0.4714	0.4359	0.4346	0.0454	0.4316	0.6707	0.3782
attn	human_ruizorera	human	ENST00000434526.8	SUMF2	protein_coding	annotated	27	932	1990	6343	6320	0.3982	0.4592	0.4949	0.3629	0.4566	0.0601	0.4364	0.8172	0.3782
attn	human_ruizorera	human	ENST00000371361.3	NOC3L	protein_coding	annotated	102	2504	3455	1374	1348	0.4643	0.4903	0.4389	0.4548	0.4240	0.0378	0.6280	0.8657	0.3782
attn	human_ruizorera	human	ENST00000877604.1	SCRN3	protein_coding	uORF	337	441	4010	1442	70	0.6003	0.6012	0.6221	0.4944	0.4235	0.0374	0.6014	0.6714	0.3782
attn	human_ruizorera	human	ENST00000378026.5	CKAP4	protein_coding	annotated	170	1978	3121	37084	36938	0.4003	0.4189	0.4479	0.3725	0.4189	0.0341	0.3308	0.8713	0.3781
attn	human_ruizorera	human	ENST00000672186.1	RBP1	protein_coding	annotated	25	618	807	5564	5562	0.5295	0.5791	0.4818	0.5127	0.4592	0.0618	0.4456	0.7531	0.3781
attn	human_ruizorera	human	ENST00000370689.6	PRKACB	protein_coding	annotated	265	1320	4513	4512	3967	0.3776	0.3831	0.4990	0.4117	0.4881	0.0789	0.4762	0.8026	0.3781
attn	human_ruizorera	human	ENST00000308418.10	RNASEH2C	protein_coding	annotated	41	535	2645	2543	2482	0.5936	0.6320	0.5336	0.5481	0.4673	0.0669	0.4661	0.7655	0.3780
attn	human_ruizorera	human	ENST00000303904.8	COPS6	protein_coding	annotated	23	1006	1404	20434	20427	0.4923	0.4181	0.5274	0.4792	0.4997	0.0853	0.3476	0.8799	0.3780
attn	human_ruizorera	human	ENST00000688117.1	CYB5R3	protein_coding	annotated	126	1130	2094	12565	12535	0.4726	0.5993	0.5541	0.4546	0.5276	0.0992	0.3554	0.8819	0.3780
attn	human_ruizorera	human	ENST00000392334.7	CSNK1D	protein_coding	annotated	320	1549	3745	8421	8117	0.4259	0.4314	0.4683	0.3904	0.4299	0.0423	0.4040	0.8543	0.3779
attn	human_ruizorera	human	ENST00000860945.1	PHLDB1	protein_coding	annotated	292	4251	5456	10440	10415	0.3991	0.4254	0.4213	0.3908	0.4117	0.0287	0.5086	0.8823	0.3779
attn	human_ruizorera	human	ENST00000305632.11	TBL2	protein_coding	annotated	31	1374	4344	4909	4900	0.4617	0.4896	0.5184	0.4202	0.4661	0.0662	0.5010	0.8478	0.3779
attn	human_ruizorera	human	ENST00000339157.10	ABHD12	protein_coding	annotated	133	1329	1960	3504	3423	0.3757	0.3933	0.4819	0.3623	0.4703	0.0688	0.4807	0.8516	0.3779
attn	human_ruizorera	human	ENST00000326232.14	SLC37A3	protein_coding	annotated	186	1670	3330	1884	1682	0.4456	0.4300	0.4438	0.3952	0.4264	0.0398	0.6005	0.8347	0.3779
attn	human_ruizorera	human	ENST00000912449.1	LZTS2	protein_coding	Overlap_uORF	641	829	3419	3201	370	0.3559	0.3673	0.3828	0.3741	0.4759	0.0287	0.5617	0.4324	0.3778
attn	human_ruizorera	human	ENST00000681615.1	PNISR	protein_coding	annotated	147	2591	5243	5642	5639	0.4732	0.4733	0.4927	0.4513	0.4586	0.0617	0.5436	0.8010	0.3778
attn	human_ruizorera	human	ENST00000650687.2	CRYAB	protein_coding	annotated	47	574	774	47652	47598	0.5390	0.5198	0.5258	0.5204	0.4999	0.0855	0.2796	0.8755	0.3778
attn	human_ruizorera	human	ENST00000295757.8	HDAC11	protein_coding	annotated	43	1086	2819	1832	1827	0.4056	0.4346	0.4783	0.3537	0.4270	0.0404	0.5664	0.7772	0.3777
attn	human_ruizorera	human	ENST00000293217.10	ACOX1	protein_coding	annotated	94	2076	7317	10568	10480	0.4285	0.4399	0.4559	0.3705	0.3974	0.0173	0.4679	0.8445	0.3777
attn	human_ruizorera	human	ENST00000371145.8	STAG2	protein_coding	annotated	314	4120	6179	9519	9383	0.3708	0.3593	0.4512	0.3597	0.4345	0.0458	0.5123	0.8494	0.3776
attn	human_ruizorera	human	ENST00000311015.7	ZNF738	protein_coding	annotated	212	625	2442	1709	1588	0.4813	0.5740	0.5745	0.4373	0.5300	0.1006	0.4971	0.8804	0.3776
attn	human_ruizorera	human	ENST00000309922.7	TRMT10C	protein_coding	annotated	149	1360	1813	4401	4340	0.4139	0.4507	0.4550	0.3879	0.4276	0.0409	0.4903	0.8500	0.3776
attn	human_ruizorera	human	ENST00000368206.5	HDGF	protein_coding	annotated	86	856	960	10076	10070	0.4288	0.4847	0.6214	0.4235	0.6117	0.1340	0.3007	0.8913	0.3776
attn	human_ruizorera	human	ENST00000321867.6	ULK1	protein_coding	annotated	381	3533	5322	3090	2785	0.4053	0.4347	0.4057	0.3774	0.4052	0.0239	0.6161	0.8607	0.3775
attn	human_ruizorera	human	ENST00000246957.10	TRAP1	protein_coding	annotated	17	2131	2223	9704	9704	0.3375	0.3948	0.4743	0.3354	0.4715	0.0698	0.4413	0.8833	0.3775
attn	human_ruizorera	human	ENST00000338825.5	EIF4EBP1	protein_coding	annotated	41	397	827	5494	5420	0.5356	0.5101	0.5398	0.4973	0.4865	0.0784	0.3843	0.7987	0.3774
attn	human_ruizorera	human	ENST00000377881.8	TDRD3	protein_coding	annotated	146	2380	2645	1316	1313	0.4441	0.4700	0.4200	0.4355	0.4094	0.0274	0.6320	0.8454	0.3774
attn	human_ruizorera	human	ENST00000296280.11	MASP1	protein_coding	annotated	106	2292	3894	33744	33394	0.3830	0.4210	0.4558	0.3663	0.4385	0.0488	0.2995	0.8237	0.3774
attn	human_ruizorera	human	ENST00000322623.10	RUVBL1	protein_coding	annotated	89	1459	1899	9094	8910	0.5323	0.5050	0.4391	0.5191	0.4184	0.0343	0.4324	0.8770	0.3774
attn	human_ruizorera	human	ENST00000400068.7	SIRPA	protein_coding	annotated	361	1875	4201	4022	3938	0.4344	0.4828	0.5176	0.4308	0.5129	0.0925	0.4174	0.8906	0.3774
attn	human_ruizorera	human	ENST00000447944.7	PNPT1	protein_coding	annotated	22	2373	4549	2936	2933	0.3604	0.4287	0.4756	0.3368	0.4495	0.0562	0.5756	0.8517	0.3773
attn	human_ruizorera	human	ENST00000302279.8	FNTA	protein_coding	annotated	25	1164	1667	1450	1431	0.4663	0.4419	0.4549	0.4562	0.4438	0.0524	0.5066	0.8602	0.3773
attn	human_ruizorera	human	ENST00000611607.4	NDUFA5	protein_coding	annotated	110	415	1504	3380	3344	0.4850	0.5005	0.5386	0.4423	0.4998	0.0858	0.3167	0.8550	0.3773
attn	human_ruizorera	human	ENST00000346365.9	NUDT2	protein_coding	annotated	246	689	962	975	870	0.4710	0.5201	0.4849	0.4403	0.4562	0.0605	0.5858	0.8023	0.3773
attn	human_ruizorera	human	ENST00000369367.8	SCAF11	protein_coding	annotated	244	4635	7552	14028	13817	0.3877	0.4301	0.4457	0.3569	0.4109	0.0287	0.4972	0.8336	0.3772
attn	human_ruizorera	human	ENST00000972061.1	PLAGL1	protein_coding	annotated	4322	5713	6837	1376	1192	0.3431	0.3884	0.4640	0.3194	0.4468	0.0545	0.6140	0.8280	0.3772
attn	human_ruizorera	human	ENST00000265437.9	ST7	protein_coding	annotated	215	1972	2899	2304	2303	0.4659	0.4242	0.4512	0.4457	0.4252	0.0395	0.5745	0.8519	0.3772
attn	human_ruizorera	human	ENST00000361371.10	LTN1	protein_coding	annotated	73	5373	7677	6687	6672	0.4162	0.4285	0.4274	0.4025	0.4095	0.0277	0.5714	0.8374	0.3772
attn	human_ruizorera	human	ENST00000284551.11	TRIM11	protein_coding	annotated	275	1681	2710	1856	1773	0.4294	0.4335	0.4463	0.3945	0.4100	0.0280	0.6076	0.7417	0.3772
attn	human_ruizorera	human	ENST00000367627.8	TOR3A	protein_coding	annotated	60	1253	2031	1229	1194	0.4385	0.4634	0.4606	0.4190	0.4394	0.0496	0.5968	0.8585	0.3771
attn	human_ruizorera	human	ENST00000331079.11	PRMT3	protein_coding	annotated	32	1627	2552	1228	1227	0.3743	0.3998	0.4440	0.3505	0.4201	0.0358	0.6280	0.8134	0.3771
