model	dataset	species	tx_id	gene	tx_biotype	orf_type	orf_tstart	orf_tstop	tx_len	psites_total	psites_in_orf	r_full	r_drop1	r_drop3	r_orf	r_drop_orf3	top1_frac	spread90	f0_obs_in_orf	score
attn	human_hepatocytes	human	ENST00000377793.9	NAA40	protein_coding	annotated	96	809	3649	1928	1851	0.6574	0.6511	0.6558	0.6291	0.6217	0.0534	0.6364	0.8633	0.5268
attn	human_hepatocytes	human	ENST00000378701.5	SEPTIN8	protein_coding	annotated	125	1447	1817	4473	4408	0.6588	0.6377	0.6000	0.6498	0.5859	0.0353	0.6000	0.8618	0.5268
attn	human_hepatocytes	human	ENST00000557540.7	ETFRF1	protein_coding	annotated	164	436	1259	1886	1705	0.6168	0.7035	0.7493	0.5830	0.7557	0.1060	0.5306	0.7290	0.5267
attn	human_hepatocytes	human	ENST00000380737.8	PPP2R2A	protein_coding	annotated	313	1656	3923	10585	9772	0.6161	0.6307	0.6098	0.5960	0.5898	0.0374	0.5374	0.8464	0.5267
attn	human_hepatocytes	human	ENST00000366540.5	AKT3	protein_coding	annotated	154	1551	1575	2246	2202	0.7164	0.7261	0.6201	0.7218	0.6244	0.0548	0.6327	0.8406	0.5267
attn	human_hepatocytes	human	ENST00000288937.7	MRPL17	protein_coding	annotated	45	572	2305	9706	9668	0.7216	0.6711	0.6668	0.6891	0.6185	0.0519	0.4126	0.8489	0.5267
attn	human_hepatocytes	human	ENST00000955095.1	NFYA	protein_coding	annotated	158	1201	3752	1849	1702	0.7001	0.6836	0.6295	0.6986	0.6127	0.0492	0.6543	0.8449	0.5265
attn	human_hepatocytes	human	ENST00000869376.1	CDK16	protein_coding	uORF	255	368	2088	8395	969	0.7741	0.7601	0.6350	0.9514	0.6531	0.0679	0.5635	0.6646	0.5264
attn	human_hepatocytes	human	ENST00000325748.9	PRKRA	protein_coding	annotated	146	1087	1770	3999	3937	0.7104	0.6998	0.6530	0.6984	0.6316	0.0583	0.5800	0.8329	0.5264
attn	human_hepatocytes	human	ENST00000382125.9	EIPR1	protein_coding	annotated	130	1293	1657	1504	1477	0.5736	0.5918	0.5913	0.5705	0.5891	0.0372	0.6798	0.8504	0.5264
attn	human_hepatocytes	human	ENST00000369026.3	MCL1	protein_coding	annotated	81	1133	3950	45087	45000	0.5483	0.6665	0.6877	0.5189	0.6618	0.0716	0.3072	0.8885	0.5263
attn	human_hepatocytes	human	ENST00000934195.1	TCF12	protein_coding	annotated	285	2333	8260	10401	8618	0.8537	0.7383	0.7072	0.6785	0.6563	0.0693	0.5808	0.8456	0.5263
attn	human_hepatocytes	human	ENST00000401950.7	MTMR3	protein_coding	annotated	324	3920	8987	4638	4070	0.6609	0.6145	0.6210	0.6402	0.5608	0.0216	0.6575	0.8300	0.5263
attn	human_hepatocytes	human	ENST00000299980.9	AP1G1	protein_coding	Overlap_uORF	3	140	6602	16877	779	0.7357	0.7521	0.7558	0.5923	0.6158	0.0264	0.5269	0.4621	0.5263
attn	human_hepatocytes	human	ENST00000245206.10	GOT2	protein_coding	annotated	89	1381	2421	8548	8533	0.7963	0.7501	0.6661	0.7930	0.6499	0.0666	0.4928	0.8840	0.5263
attn	human_hepatocytes	human	ENST00000853362.1	SUCLA2	protein_coding	annotated	22	1413	1608	7907	7886	0.5698	0.5750	0.5837	0.5627	0.5762	0.0304	0.5452	0.8561	0.5262
attn	human_hepatocytes	human	ENST00000400422.6	EIF4G3	protein_coding	annotated	582	5447	5762	8360	7704	0.6337	0.5820	0.5597	0.6254	0.5534	0.0172	0.6488	0.8662	0.5262
attn	human_hepatocytes	human	ENST00000256545.9	EMC7	protein_coding	annotated	24	752	1069	30761	30549	0.7214	0.7007	0.6516	0.7112	0.6311	0.0582	0.3700	0.8737	0.5261
attn	human_hepatocytes	human	ENST00000240316.5	COIL	protein_coding	annotated	32	1762	2634	4356	4326	0.5785	0.6179	0.6185	0.5634	0.6010	0.0436	0.6193	0.8504	0.5261
attn	human_hepatocytes	human	ENST00000001146.7	CYP26B1	protein_coding	annotated	29	1567	4556	3215	3179	0.5911	0.5949	0.6015	0.5546	0.5631	0.0230	0.6395	0.8559	0.5261
attn	human_hepatocytes	human	ENST00000531709.6	NXF1	protein_coding	annotated	115	1185	4128	7030	4703	0.7306	0.7411	0.6462	0.7475	0.6562	0.0694	0.5763	0.8573	0.5260
attn	human_hepatocytes	human	ENST00000388835.4	KRT18	protein_coding	annotated	57	1349	1413	135849	135530	0.9138	0.8343	0.8129	0.9137	0.8123	0.1234	0.2317	0.8655	0.5260
attn	human_hepatocytes	human	ENST00000335420.10	KLHDC10	protein_coding	annotated	111	1439	6398	6152	5960	0.6012	0.6676	0.6345	0.5689	0.5982	0.0423	0.5764	0.8710	0.5260
attn	human_hepatocytes	human	ENST00000355857.8	DBI	protein_coding	annotated	76	339	564	23683	22071	0.7623	0.7978	0.7105	0.7448	0.6805	0.0795	0.3136	0.8022	0.5260
attn	human_hepatocytes	human	ENST00000503362.2	SPCS3	protein_coding	annotated	112	654	4569	34830	32440	0.7785	0.8113	0.7307	0.7659	0.7065	0.0894	0.3197	0.8136	0.5260
attn	human_hepatocytes	human	ENST00000426147.6	MTNAP1	protein_coding	annotated	170	1921	2075	4187	4024	0.6585	0.6556	0.6124	0.6581	0.6120	0.0492	0.6169	0.8752	0.5260
attn	human_hepatocytes	human	ENST00000419348.6	HTATIP2	protein_coding	annotated	70	900	1477	5456	5295	0.6619	0.6786	0.6619	0.6330	0.6194	0.0528	0.5571	0.8797	0.5259
attn	human_hepatocytes	human	ENST00000381199.8	MIER3	protein_coding	annotated	22	1674	5199	3856	3848	0.6063	0.6064	0.5925	0.5703	0.5604	0.0215	0.6420	0.8654	0.5259
attn	human_hepatocytes	human	ENST00000898760.1	SPTBN1	protein_coding	annotated	317	7411	8515	34488	34047	0.6336	0.5643	0.5741	0.6300	0.5656	0.0246	0.5611	0.8685	0.5259
attn	human_hepatocytes	human	ENST00000545680.5	ANAPC15	protein_coding	uORF	13	138	872	996	461	0.6176	0.5468	0.4952	0.7252	0.6700	0.0753	0.6118	0.8069	0.5259
attn	human_hepatocytes	human	ENST00000538954.5	STOM	protein_coding	annotated	118	624	1257	22295	21841	0.8671	0.7961	0.7363	0.8624	0.7188	0.0940	0.3412	0.8780	0.5258
attn	human_hepatocytes	human	ENST00000871483.1	MME	protein_coding	annotated	4158	6410	7026	4489	4374	0.7792	0.7114	0.7051	0.7771	0.6844	0.0811	0.6537	0.8468	0.5258
attn	human_hepatocytes	human	ENST00000906613.1	PPP6R2	protein_coding	uORF	134	349	4118	1944	401	0.4551	0.4851	0.4664	0.5475	0.5739	0.0293	0.6824	0.7756	0.5258
attn	human_hepatocytes	human	ENST00000299130.7	BCCIP	protein_coding	annotated	13	891	2337	11951	11949	0.8093	0.7171	0.7014	0.7989	0.6702	0.0755	0.4500	0.8810	0.5257
attn	human_hepatocytes	human	ENST00000919942.1	S100A10	protein_coding	annotated	395	688	948	170376	169867	0.8304	0.7631	0.7785	0.8168	0.7487	0.1043	0.2075	0.8720	0.5257
attn	human_hepatocytes	human	ENST00000299275.10	PLEKHA5	protein_coding	annotated	7	3357	4238	5376	5373	0.6531	0.5658	0.5799	0.6471	0.5702	0.0273	0.6560	0.8677	0.5256
attn	human_hepatocytes	human	ENST00000884743.1	SETDB1	protein_coding	annotated	26	3919	4289	6843	6843	0.5542	0.5528	0.5504	0.5495	0.5454	0.0127	0.6473	0.8566	0.5256
attn	human_hepatocytes	human	ENST00000937226.1	TEAD2	protein_coding	annotated	165	1517	2246	1995	1960	0.4631	0.4145	0.4326	0.6368	0.6054	0.0461	0.6364	0.8735	0.5256
attn	human_hepatocytes	human	ENST00000528741.6	CTSH	protein_coding	annotated	92	985	1341	1019	1011	0.6938	0.6686	0.6446	0.6867	0.6340	0.0599	0.6695	0.8586	0.5256
attn	human_hepatocytes	human	ENST00000715703.1	EP300	protein_coding	annotated	496	7740	8859	9920	9706	0.7806	0.6943	0.6087	0.7969	0.6235	0.0550	0.6244	0.8628	0.5255
attn	human_hepatocytes	human	ENST00000254806.8	WBP2	protein_coding	annotated	39	824	1859	13318	13235	0.9033	0.8218	0.7733	0.9003	0.7582	0.1074	0.3824	0.8666	0.5254
attn	human_hepatocytes	human	ENST00000374500.10	CUTA	protein_coding	annotated	133	729	937	17176	17076	0.7485	0.7667	0.7287	0.7415	0.7113	0.0915	0.3889	0.8438	0.5254
attn	human_hepatocytes	human	ENST00000511320.6	UIMC1	protein_coding	annotated	139	2298	2574	4656	4629	0.5809	0.5812	0.5665	0.5745	0.5594	0.0213	0.6204	0.8533	0.5254
attn	human_hepatocytes	human	ENST00000571133.6	RSL1D1	protein_coding	annotated	31	1503	5440	37852	37774	0.6320	0.7438	0.7047	0.6093	0.6686	0.0750	0.4097	0.8525	0.5254
attn	human_hepatocytes	human	ENST00000245479.3	SOX9	protein_coding	annotated	373	1902	3931	4848	4175	0.6842	0.7029	0.6377	0.7115	0.6414	0.0633	0.5812	0.8616	0.5253
attn	human_hepatocytes	human	ENST00000431666.6	MBOAT7	protein_coding	Overlap_uORF	549	761	2471	15094	4157	0.7659	0.6826	0.6488	0.6594	0.6066	0.0469	0.4479	0.6755	0.5253
attn	human_hepatocytes	human	ENST00000265563.13	PRKAR2A	protein_coding	annotated	279	1493	6492	6706	6684	0.6952	0.6658	0.6089	0.6680	0.5666	0.0255	0.5602	0.8589	0.5253
attn	human_hepatocytes	human	ENST00000368218.8	METTL25B	protein_coding	annotated	664	1497	1802	1949	1284	0.6403	0.5975	0.6262	0.6312	0.6219	0.0544	0.6390	0.7508	0.5253
attn	human_hepatocytes	human	ENST00000367602.8	QSOX1	protein_coding	annotated	40	2283	9276	831068	829606	0.5177	0.7081	0.6810	0.4854	0.6420	0.0637	0.2338	0.8869	0.5251
attn	human_hepatocytes	human	ENST00000392323.6	STAT1	protein_coding	annotated	413	2557	2723	13969	13247	0.7001	0.7017	0.6046	0.6981	0.5942	0.0407	0.5632	0.8550	0.5250
attn	human_hepatocytes	human	ENST00000304414.12	ARL6IP1	protein_coding	annotated	84	695	2278	4409	4268	0.7968	0.7983	0.7525	0.7928	0.7479	0.1043	0.3415	0.8510	0.5250
attn	human_hepatocytes	human	ENST00000360840.9	MRPL37	protein_coding	annotated	78	1349	1483	10974	10787	0.7273	0.7101	0.7095	0.7495	0.7173	0.0939	0.4956	0.8761	0.5250
attn	human_hepatocytes	human	ENST00000331886.10	DGKA	protein_coding	annotated	265	2472	2727	7816	7543	0.5473	0.5596	0.5650	0.5415	0.5604	0.0223	0.6112	0.8570	0.5248
attn	human_hepatocytes	human	ENST00000310447.10	CASP2	protein_coding	annotated	106	1464	4089	4320	4261	0.6577	0.6958	0.6433	0.6313	0.6070	0.0475	0.6307	0.8841	0.5247
attn	human_hepatocytes	human	ENST00000341426.9	NADK	protein_coding	annotated	223	1563	3235	3293	2837	0.5678	0.6296	0.6466	0.6411	0.6187	0.0531	0.6272	0.8971	0.5247
attn	human_hepatocytes	human	ENST00000394885.8	RCN2	protein_coding	annotated	94	1047	6218	30775	30689	0.6235	0.6530	0.6577	0.5878	0.6155	0.0516	0.3599	0.8692	0.5247
attn	human_hepatocytes	human	ENST00000705995.1	VTI1A	protein_coding	annotated	341	1015	4364	2446	2432	0.7607	0.7256	0.6698	0.7373	0.6221	0.0548	0.6402	0.8446	0.5247
attn	human_hepatocytes	human	ENST00000253233.6	MTRFR	protein_coding	annotated	125	625	1554	4439	4102	0.6490	0.6607	0.6446	0.6245	0.6168	0.0523	0.5514	0.8418	0.5247
attn	human_hepatocytes	human	ENST00000968012.1	NEDD1	protein_coding	annotated	42	2045	3193	3265	3254	0.7452	0.6606	0.6082	0.7373	0.5903	0.0389	0.6751	0.8380	0.5247
attn	human_hepatocytes	human	ENST00000347970.7	TM2D3	protein_coding	annotated	31	696	1329	7330	7302	0.7541	0.6582	0.6723	0.7391	0.6403	0.0633	0.4910	0.8529	0.5245
attn	human_hepatocytes	human	ENST00000380985.10	NLN	protein_coding	annotated	170	2284	8652	5224	5192	0.6342	0.6676	0.6277	0.6063	0.5900	0.0389	0.6319	0.8567	0.5245
attn	human_hepatocytes	human	ENST00000851282.1	NAF1	protein_coding	annotated	90	1574	4163	3337	3219	0.6863	0.6957	0.6022	0.6718	0.5779	0.0324	0.6174	0.7766	0.5245
attn	human_hepatocytes	human	ENST00000332070.7	PHF6	protein_coding	uORF	32	166	4759	7872	472	0.8649	0.8396	0.7939	0.8912	0.5989	0.0409	0.5550	0.4958	0.5245
attn	human_hepatocytes	human	ENST00000965696.1	TMEM106B	protein_coding	annotated	63	887	1632	13822	13760	0.5982	0.6619	0.6508	0.5687	0.6127	0.0504	0.4632	0.8169	0.5244
attn	human_hepatocytes	human	ENST00000248342.9	EIF3K	protein_coding	annotated	82	738	772	19182	18238	0.8799	0.7331	0.7075	0.8776	0.7371	0.1010	0.3867	0.8830	0.5244
attn	human_hepatocytes	human	ENST00000369762.7	ATP6AP1	protein_coding	annotated	17	1429	2054	29756	29743	0.6060	0.6561	0.6637	0.5971	0.6486	0.0670	0.4065	0.8887	0.5244
attn	human_hepatocytes	human	ENST00000373357.3	PBDC1	protein_coding	annotated	100	798	977	4953	4796	0.7279	0.6558	0.6335	0.7232	0.6249	0.0563	0.5451	0.5949	0.5243
attn	human_hepatocytes	human	ENST00000244711.4	MEA1	protein_coding	annotated	134	691	2018	6938	6893	0.7688	0.7388	0.7156	0.7523	0.6829	0.0813	0.4576	0.8313	0.5243
attn	human_hepatocytes	human	ENST00000371601.5	NPDC1	protein_coding	annotated	189	1166	1475	3005	2587	0.6991	0.6761	0.7408	0.7328	0.6303	0.0589	0.5921	0.6857	0.5242
attn	human_hepatocytes	human	ENST00000399451.6	ANKRD28	protein_coding	annotated	369	3530	6564	4339	4311	0.6307	0.5943	0.5972	0.6156	0.5766	0.0318	0.6843	0.7922	0.5242
attn	human_hepatocytes	human	ENST00000263228.4	UBE2R2	protein_coding	annotated	599	1315	4477	14082	11868	0.5876	0.6422	0.6537	0.5391	0.6144	0.0514	0.4251	0.8290	0.5242
attn	human_hepatocytes	human	ENST00000331426.6	RBM43	protein_coding	annotated	137	1210	4176	4046	4002	0.5564	0.6835	0.7039	0.5259	0.6753	0.0783	0.5824	0.8781	0.5241
attn	human_hepatocytes	human	ENST00000448238.2	NIPBL	protein_coding	annotated	469	8562	8729	12428	11827	0.5555	0.5449	0.5677	0.5178	0.5399	0.0102	0.6727	0.8541	0.5241
attn	human_hepatocytes	human	ENST00000375779.6	CLIC1	protein_coding	annotated	141	866	1127	40491	39657	0.7085	0.6289	0.6514	0.6971	0.6314	0.0595	0.3311	0.8343	0.5241
attn	human_hepatocytes	human	ENST00000265421.9	POLB	protein_coding	annotated	132	1139	1290	2049	1860	0.5876	0.5917	0.5468	0.6006	0.5608	0.0229	0.6861	0.8457	0.5240
attn	human_hepatocytes	human	ENST00000322310.10	SSNA1	protein_coding	annotated	52	411	863	2437	2363	0.6542	0.6483	0.6729	0.6255	0.6450	0.0657	0.5224	0.8532	0.5240
attn	human_hepatocytes	human	ENST00000353704.3	CREB3	protein_coding	annotated	108	1223	1496	4092	3217	0.4361	0.4645	0.5062	0.4880	0.5870	0.0376	0.5933	0.6702	0.5239
attn	human_hepatocytes	human	ENST00000925524.1	CLNS1A	protein_coding	annotated	69	782	3375	11985	11869	0.6305	0.6403	0.6425	0.5894	0.5969	0.0428	0.4500	0.8688	0.5239
attn	human_hepatocytes	human	ENST00000361246.7	CDC42BPB	protein_coding	annotated	377	5512	6844	13721	13313	0.5808	0.5725	0.5548	0.5732	0.5457	0.0140	0.6173	0.8728	0.5238
attn	human_hepatocytes	human	ENST00000284690.4	DHX32	protein_coding	annotated	469	2700	3050	5417	4727	0.5842	0.6082	0.5747	0.5576	0.5659	0.0260	0.6417	0.8633	0.5238
attn	human_hepatocytes	human	ENST00000677752.1	LPIN2	protein_coding	annotated	68	2758	6052	3899	3861	0.5710	0.5883	0.5942	0.5522	0.5738	0.0305	0.6542	0.8977	0.5237
attn	human_hepatocytes	human	ENST00000346416.7	CDK5RAP1	protein_coding	annotated	113	1876	2080	2960	2863	0.5822	0.5782	0.5595	0.5820	0.5594	0.0223	0.6741	0.8533	0.5237
attn	human_hepatocytes	human	ENST00000332349.5	JRKL	protein_coding	annotated	229	1803	3140	3829	3440	0.6028	0.6310	0.5956	0.6012	0.5682	0.0274	0.6453	0.8558	0.5237
attn	human_hepatocytes	human	ENST00000713791.1	AP4M1	protein_coding	annotated	647	2008	5020	2747	2746	0.6609	0.6241	0.6112	0.6383	0.5805	0.0342	0.6208	0.8037	0.5237
attn	human_hepatocytes	human	ENST00000489288.7	RHNO1	protein_coding	Overlap_uORF	63	290	1926	823	460	0.5508	0.5914	0.5782	0.6434	0.6181	0.0535	0.6744	0.8304	0.5237
attn	human_hepatocytes	human	ENST00000379977.8	IL15RA	protein_coding	annotated	52	855	1566	1950	1936	0.7504	0.6752	0.6513	0.7395	0.6298	0.0590	0.6250	0.8440	0.5237
attn	human_hepatocytes	human	ENST00000221573.11	SNAPC2	protein_coding	annotated	30	1034	1520	2365	2358	0.7484	0.7919	0.6699	0.7432	0.6571	0.0710	0.6031	0.8232	0.5237
attn	human_hepatocytes	human	ENST00000038176.8	NSMAF	protein_coding	annotated	223	2976	3574	3359	3325	0.5425	0.5046	0.5173	0.5820	0.5553	0.0199	0.6886	0.8328	0.5237
attn	human_hepatocytes	human	ENST00000378743.9	ZFC3H1	protein_coding	annotated	239	6208	7037	6949	6756	0.5387	0.5482	0.5542	0.5373	0.5535	0.0189	0.6780	0.8478	0.5237
attn	human_hepatocytes	human	ENST00000342665.5	SOX12	protein_coding	annotated	374	1321	4673	4469	3904	0.6881	0.6203	0.6114	0.6872	0.5926	0.0407	0.5424	0.8699	0.5237
attn	human_hepatocytes	human	ENST00000369093.6	TIAL1	protein_coding	annotated	31	1209	5072	9059	8955	0.6486	0.6824	0.6685	0.6222	0.6326	0.0603	0.5236	0.8392	0.5236
attn	human_hepatocytes	human	ENST00000375543.2	ASPN	protein_coding	annotated	92	823	2080	1848	1600	0.5511	0.5796	0.5831	0.5409	0.5862	0.0373	0.6576	0.8550	0.5236
attn	human_hepatocytes	human	ENST00000650687.2	CRYAB	protein_coding	annotated	47	574	774	1635	1614	0.7247	0.7136	0.6472	0.7144	0.6292	0.0587	0.6336	0.9108	0.5236
attn	human_hepatocytes	human	ENST00000482587.5	TOR1AIP2	protein_coding	annotated	921	1316	7067	16239	4181	0.7451	0.5949	0.5826	0.6207	0.6282	0.0583	0.4547	0.8099	0.5236
attn	human_hepatocytes	human	ENST00000672722.1	ARHGAP35	protein_coding	annotated	402	4901	9290	8962	8248	0.6174	0.6034	0.5700	0.5793	0.5469	0.0150	0.6541	0.8100	0.5236
attn	human_hepatocytes	human	ENST00000933085.1	DIDO1	protein_coding	annotated	338	7060	8555	7558	7266	0.5362	0.5469	0.5523	0.5354	0.5493	0.0164	0.6436	0.8620	0.5235
attn	human_hepatocytes	human	ENST00000310452.6	TBC1D8B	protein_coding	annotated	166	2064	2589	2077	2059	0.6182	0.5986	0.5933	0.6119	0.5846	0.0366	0.6910	0.8747	0.5235
attn	human_hepatocytes	human	ENST00000494943.5	PHC3	protein_coding	annotated	70	3021	5030	7158	7089	0.5175	0.5437	0.5707	0.4994	0.5540	0.0193	0.6407	0.7410	0.5235
attn	human_hepatocytes	human	ENST00000329399.7	PDLIM1	protein_coding	annotated	89	1078	1431	29950	29830	0.5992	0.6222	0.6183	0.5837	0.5987	0.0439	0.3511	0.8635	0.5235
attn	human_hepatocytes	human	ENST00000587129.5	TPGS2	protein_coding	annotated	38	784	841	4538	4528	0.6991	0.6498	0.6156	0.6947	0.6081	0.0487	0.5615	0.8673	0.5235
attn	human_hepatocytes	human	ENST00000344595.10	SRR	protein_coding	annotated	73	1095	2482	2514	2478	0.6711	0.6952	0.6710	0.6596	0.6572	0.0712	0.6126	0.8475	0.5235
attn	human_hepatocytes	human	ENST00000368009.7	NIT1	protein_coding	annotated	73	1056	1485	3888	3772	0.6780	0.6327	0.6272	0.6628	0.6017	0.0455	0.6250	0.7850	0.5235
attn	human_hepatocytes	human	ENST00000284818.7	LY96	protein_coding	annotated	52	534	559	8105	7986	0.7062	0.6786	0.6650	0.7032	0.6603	0.0725	0.4454	0.8608	0.5234
attn	human_hepatocytes	human	ENST00000649689.2	DARS2	protein_coding	annotated	558	2495	3336	6059	4519	0.7858	0.7248	0.6270	0.6896	0.6391	0.0634	0.6122	0.8431	0.5234
attn	human_hepatocytes	human	ENST00000356698.9	RSPO3	protein_coding	annotated	523	1341	4815	1563	1470	0.6619	0.7089	0.6498	0.6651	0.6612	0.0729	0.6121	0.8850	0.5234
attn	human_hepatocytes	human	ENST00000298556.8	HPRT1	protein_coding	annotated	148	804	1395	6100	6030	0.6083	0.6177	0.6685	0.5737	0.6288	0.0587	0.5429	0.8335	0.5234
attn	human_hepatocytes	human	ENST00000888414.1	PIGV	protein_coding	annotated	811	2292	3175	2062	2006	0.8201	0.7929	0.6528	0.8242	0.6515	0.0689	0.6558	0.8519	0.5233
attn	human_hepatocytes	human	ENST00000913578.1	ARIH2	protein_coding	annotated	328	1809	4080	2898	2411	0.6345	0.6429	0.6325	0.6064	0.5562	0.0207	0.6733	0.8125	0.5233
attn	human_hepatocytes	human	ENST00000280665.11	DCP1B	protein_coding	annotated	27	1880	2033	4026	4026	0.5741	0.5909	0.5879	0.5714	0.5847	0.0368	0.6000	0.8341	0.5232
attn	human_hepatocytes	human	ENST00000311141.7	ZFYVE21	protein_coding	annotated	33	737	1383	5232	5221	0.6772	0.6700	0.6395	0.6514	0.6063	0.0480	0.5473	0.8592	0.5232
attn	human_hepatocytes	human	ENST00000376344.8	QNG1	protein_coding	annotated	243	1268	2468	3566	3352	0.6207	0.6113	0.5881	0.5670	0.5590	0.0224	0.6531	0.8326	0.5231
attn	human_hepatocytes	human	ENST00000310653.10	RAB6A	protein_coding	annotated	503	1129	3389	7361	7160	0.6829	0.6818	0.6595	0.6542	0.6236	0.0564	0.4471	0.8630	0.5231
attn	human_hepatocytes	human	ENST00000222511.11	GTPBP10	protein_coding	annotated	27	1190	7489	2753	2743	0.7644	0.6876	0.6533	0.7474	0.6180	0.0538	0.6018	0.8480	0.5230
attn	human_hepatocytes	human	ENST00000376583.7	MTHFR	protein_coding	annotated	1	2094	7044	2660	2650	0.6343	0.6283	0.6346	0.6164	0.6078	0.0489	0.6667	0.9019	0.5230
attn	human_hepatocytes	human	ENST00000591337.7	PWWP3A	protein_coding	annotated	244	2379	4232	5634	5385	0.5627	0.5774	0.5867	0.5362	0.5614	0.0240	0.6376	0.8178	0.5230
attn	human_hepatocytes	human	ENST00000619189.5	KIZ	protein_coding	annotated	35	2056	2102	4064	4060	0.6004	0.5632	0.5897	0.5992	0.5878	0.0386	0.6488	0.8805	0.5229
attn	human_hepatocytes	human	ENST00000296679.9	WDR41	protein_coding	annotated	97	1476	3678	10990	10890	0.6895	0.6574	0.6495	0.6667	0.6104	0.0501	0.5607	0.6691	0.5229
attn	human_hepatocytes	human	ENST00000262844.10	AMMECR1	protein_coding	annotated	15	1016	5350	10441	10246	0.6400	0.7118	0.7569	0.6228	0.7318	0.0999	0.4639	0.8500	0.5229
attn	human_hepatocytes	human	ENST00000527323.5	CAPN1	protein_coding	annotated	241	2385	3086	31491	31471	0.6844	0.6938	0.6486	0.6798	0.6350	0.0618	0.4250	0.8793	0.5229
attn	human_hepatocytes	human	ENST00000532401.1	FOSL1	protein_coding	annotated	81	488	1132	1122	774	0.5958	0.6187	0.5553	0.7080	0.6629	0.0740	0.6364	0.5155	0.5228
attn	human_hepatocytes	human	ENST00000267339.6	ANKRD10	protein_coding	annotated	136	1398	2495	6853	6634	0.5836	0.5887	0.6218	0.5581	0.5947	0.0423	0.5619	0.8527	0.5228
attn	human_hepatocytes	human	ENST00000367261.8	KLHL12	protein_coding	annotated	192	1898	3311	2822	2787	0.6648	0.6475	0.5900	0.6525	0.5708	0.0294	0.6475	0.8601	0.5228
attn	human_hepatocytes	human	ENST00000392627.7	GPRC5C	protein_coding	annotated	87	1412	1813	2544	2486	0.5650	0.5767	0.5857	0.5541	0.5751	0.0318	0.6639	0.8564	0.5228
attn	human_hepatocytes	human	ENST00000290510.10	P3H3	protein_coding	annotated	35	2245	2631	9935	9917	0.5081	0.4872	0.6617	0.5046	0.6564	0.0713	0.5092	0.8932	0.5228
attn	human_hepatocytes	human	ENST00000335312.8	PIP5K1C	protein_coding	annotated	79	2085	5069	4076	4055	0.6582	0.6303	0.6283	0.6396	0.5992	0.0447	0.6400	0.8649	0.5228
attn	human_hepatocytes	human	ENST00000369962.8	WDR47	protein_coding	annotated	251	3010	4226	3793	3632	0.5708	0.5813	0.5707	0.5575	0.5479	0.0161	0.6776	0.8651	0.5227
attn	human_hepatocytes	human	ENST00000367627.8	TOR3A	protein_coding	annotated	60	1253	2031	4317	4300	0.5872	0.6389	0.6243	0.5650	0.5993	0.0447	0.6054	0.8191	0.5227
attn	human_hepatocytes	human	ENST00000436587.7	C1GALT1	protein_coding	annotated	271	1386	6275	4085	3987	0.6084	0.6637	0.6603	0.5885	0.6339	0.0614	0.6035	0.7670	0.5226
attn	human_hepatocytes	human	ENST00000372561.4	PPCS	protein_coding	annotated	24	959	2269	5545	5484	0.6487	0.7264	0.6460	0.6271	0.6137	0.0519	0.5448	0.8202	0.5226
attn	human_hepatocytes	human	ENST00000355485.7	VANGL1	protein_coding	annotated	255	1829	8671	1881	1837	0.6817	0.6816	0.6331	0.6661	0.6064	0.0484	0.6744	0.8536	0.5226
attn	human_hepatocytes	human	ENST00000377798.9	POLR1E	protein_coding	annotated	101	1360	1855	3887	3785	0.5654	0.5791	0.5889	0.5507	0.5764	0.0327	0.6194	0.8948	0.5226
attn	human_hepatocytes	human	ENST00000885680.1	SMAD1	protein_coding	annotated	251	1648	2890	2148	1752	0.7982	0.7254	0.6647	0.7244	0.6169	0.0535	0.6667	0.8727	0.5226
attn	human_hepatocytes	human	ENST00000522652.6	ST3GAL1	protein_coding	annotated	777	1799	6715	11085	6942	0.8395	0.7157	0.6238	0.9131	0.6797	0.0809	0.4924	0.8152	0.5225
attn	human_hepatocytes	human	ENST00000371989.8	SURF4	protein_coding	annotated	92	901	2930	65660	65123	0.6432	0.7065	0.6681	0.6119	0.6264	0.0581	0.2956	0.8718	0.5225
attn	human_hepatocytes	human	ENST00000858977.1	SPRY1	protein_coding	annotated	804	1856	3065	17193	7647	0.6402	0.6349	0.6303	0.6108	0.5669	0.0274	0.5027	0.6998	0.5225
attn	human_hepatocytes	human	ENST00000441801.6	FBLIM1	protein_coding	annotated	208	1332	1543	12169	9292	0.7005	0.6351	0.7015	0.7374	0.7249	0.0977	0.4171	0.8873	0.5225
attn	human_hepatocytes	human	ENST00000434935.7	CMTR2	protein_coding	annotated	347	2659	4875	3683	3436	0.6217	0.6043	0.5662	0.5983	0.5534	0.0195	0.6504	0.8242	0.5225
attn	human_hepatocytes	human	ENST00000428002.6	TM2D3	protein_coding	annotated	16	567	1267	6010	6010	0.7301	0.6457	0.7037	0.7132	0.6703	0.0772	0.4929	0.8517	0.5224
attn	human_hepatocytes	human	ENST00000907863.1	ZBTB4	protein_coding	annotated	185	3226	5800	2197	1987	0.6306	0.6076	0.6123	0.6644	0.5881	0.0391	0.6552	0.7464	0.5223
attn	human_hepatocytes	human	ENST00000941224.1	CPT1C	protein_coding	annotated	1093	3537	3663	2147	1858	0.6856	0.5925	0.6256	0.7449	0.5889	0.0396	0.6762	0.8584	0.5223
